CustomerID,Name,Gender,Age,AnnualIncome,SpendingScore,Membership,VisitsPerMonth,PreferredCategories,AvgTimeSpent,TransportationMode,DistanceFromMall,LastVisitDate,AvgSpendingPerVisit,City,PaymentMethod,FeedbackScore
1117,Rizki Hidayat,Male,,80000000.0,46.0,Bronze,9.0,"Electronics, Beauty, Jewelry, Food, Sports, Home, Fashion, Groceries, Books",79.0,Car,25.6,2025-01-29,3199652,Padang,Credit Card,4.0
1118,Surya Hakim,Male,48.0,143000000.0,58.0,Bronze,10.0,Fashion,148.0,Motorcycle,28.5,2025-01-07,397642,Bandung,Debit Card,5.0
1119,Iwan Putra,Male,56.0,168000000.0,30.0,Silver,6.0,Groceries,104.0,Motorcycle,18.6,2025-01-23,131666,Jakarta,Debit Card,1.0
1120,Indah Putra,Female,29.0,14000000.0,34.0,Platinum,8.0,Fashion,109.0,Car,,2024-10-27,561891,Surabaya,Debit Card,5.0
1121,Indah Santoso,Female,42.0,114000000.0,46.0,Silver,3.0,Entertainment,67.0,Public Transport,25.0,2024-05-22,954926,Jakarta,Debit Card,5.0
1122,Eko Sari,Male,63.0,166000000.0,35.0,Bronze,0.0,"Entertainment, Groceries, Home",101.0,Motorcycle,15.5,2024-09-23,339604,Jakarta,Debit Card,5.0
1123,Yusuf Saputra,Male,30.0,130000000.0,32.0,Bronze,3.0,Beauty,216.0,Car,1.1,2025-01-08,497457,Jakarta,E-wallet,3.0
1124,Joko Susanto,Male,29.0,56000000.0,46.0,Bronze,9.0,Entertainment,110.0,Car,21.0,2025-02-28,451081,Jakarta,BNPL,5.0
1125,Ratna Saputra,Female,28.0,163000000.0,63.0,Bronze,0.0,"Groceries, Food, Books, Sports",70.0,Car,1.3,2025-01-05,123153,Surabaya,Credit Card,4.0
1126,Hesti Susanto,Female,39.0,157000000.0,58.0,Silver,17.0,"Entertainment, Jewelry, Beauty, Books, Fashion",85.0,Car,5.5,2025-02-25,3333389,Jakarta,Cash,3.0
1127,Dewi Pratama,Female,18.0,87000000.0,21.0,Silver,1.0,Beauty,85.0,Motorcycle,28.3,2025-02-23,869623,Jakarta,Credit Card,5.0
1128,Kartika Ramadhan,Female,31.0,163000000.0,80.0,Bronze,1.0,,32.0,Taxi/Ride-sharing,3.2,2025-02-19,491848,Bandung,Cash,3.0
1129,Dewi Santoso,Female,62.0,91000000.0,63.0,Bronze,10.0,Sports,38.0,Taxi/Ride-sharing,9.4,2025-02-04,607785,Jakarta,E-wallet,5.0
1130,Ani Putra,Female,68.0,,40.0,Bronze,9.0,Jewelry,20.0,Public Transport,1.7,2025-01-09,873601,Jakarta,Credit Card,4.0
1131,Fitri Pratama,Female,55.0,83000000.0,39.0,Gold,4.0,"Jewelry, Books, Sports, Electronics",242.0,Car,6.8,2025-02-07,1239053,Jakarta,Debit Card,5.0
1132,Putri Ramadhan,Female,61.0,53000000.0,64.0,Bronze,5.0,"Electronics, Entertainment, Sports, Groceries, Beauty, Jewelry, Books",64.0,Car,15.7,2025-01-26,572499,Bandung,Cash,5.0
1133,Gita Nugraha,Female,49.0,122000000.0,66.0,Silver,5.0,Sports,98.0,nan,1.3,2025-03-01,102850,Jakarta,Debit Card,4.0
1134,Muhammad Nugraha,Male,45.0,41000000.0,61.0,Bronze,6.0,"Groceries, Entertainment, Beauty, Fashion, Books, Jewelry, Electronics",108.0,Public Transport,28.6,2025-01-04,212900,Jakarta,Cash,5.0
1135,Agus Hartono,Male,36.0,84000000.0,93.0,Silver,1.0,"Entertainment, Groceries, Home, Food, Electronics",92.0,Car,8.6,2024-12-29,288911,Surabaya,E-wallet,5.0
1136,Yusuf Saputra,Male,61.0,109000000.0,30.0,Bronze,8.0,"Home, Fashion, Beauty, Entertainment",107.0,Car,14.4,2025-02-25,1003859,Jakarta,nan,1.0
1137,Wahyu Susanto,Male,50.0,1072000000.0,55.0,Bronze,1.0,Entertainment,72.0,Motorcycle,14.6,2024-12-01,489851,Surabaya,Credit Card,5.0
1138,Fitri Pratama,Female,38.0,64000000.0,29.0,Silver,1.0,Electronics,72.0,Motorcycle,15.7,2024-12-31,10000,Jakarta,Credit Card,5.0
1139,Fitri Susanto,Female,53.0,132000000.0,51.0,Bronze,10.0,Books,125.0,Taxi/Ride-sharing,26.1,2025-01-22,495912,Balikpapan,Credit Card,4.0
1140,Oki Ramadhan,Male,49.0,100000000.0,74.0,Bronze,6.0,"Groceries, Beauty, Sports",120.0,Car,25.5,2025-01-14,992536,Yogyakarta,Debit Card,
1141,Fitri Nugraha,Female,40.0,863000000.0,16.0,Bronze,7.0,,82.0,Car,16.8,2025-01-21,352467,Manado,Cash,5.0
1142,Agus Wijaya,Male,48.0,184000000.0,47.0,Bronze,5.0,Beauty,128.0,Motorcycle,8.7,2025-02-28,47813,Bandung,E-wallet,3.0
1143,Juwita Utama,Female,25.0,188000000.0,47.0,Bronze,10.0,Electronics,61.0,Car,24.3,2024-12-14,990692,Bandung,Cash,4.0
1144,Zaenal Gunawan,Male,65.0,64000000.0,87.0,Silver,7.0,"Jewelry, Food",89.0,Motorcycle,14.8,2025-01-19,411775,Padang,Cash,4.0
1145,Kartika Nugraha,Female,34.0,114000000.0,,Gold,10.0,Jewelry,124.0,Public Transport,25.9,2025-02-20,145929,Jakarta,Debit Card,4.0
1146,Oktavia Putra,Female,47.0,46000000.0,13.0,Bronze,10.0,"Jewelry, Electronics, Fashion",110.0,Car,7.7,2024-12-25,693854,Bandung,Cash,5.0
1147,Taufik Ramadhan,Male,39.0,92000000.0,46.0,Bronze,1.0,"Home, Groceries",84.0,Public Transport,9.5,2024-12-22,1204527,Jakarta,Debit Card,4.0
1148,Erni Purnama,Female,27.0,131000000.0,32.0,Bronze,4.0,"Entertainment, Home, Food, Sports, Electronics",34.0,Car,25.7,2025-02-17,530413,Bandung,Cash,5.0
1149,Rizki Hidayat,Male,50.0,97000000.0,44.0,Bronze,7.0,Entertainment,57.0,Motorcycle,48.4,2024-11-28,707526,Jakarta,E-wallet,4.0
1150,Iwan Gunawan,Male,51.0,60000000.0,35.0,Bronze,10.0,Groceries,82.0,Motorcycle,17.6,2025-01-26,1016150,Yogyakarta,Debit Card,1.0
1151,Muhammad Wibowo,Male,28.0,148000000.0,,Silver,4.0,"Sports, Fashion, Books, Food, Electronics",126.0,Car,10.0,2025-02-20,78620,Solo,Debit Card,4.0
1152,Rizki Hidayat,Male,41.0,854000000.0,54.0,Bronze,6.0,"Home, Food, Groceries, Beauty, Entertainment, Jewelry, Books, Electronics, Sports, Fashion",113.0,Motorcycle,2.0,2024-12-29,186601,Jakarta,Cash,4.0
1153,Fitri Wijaya,Female,21.0,160000000.0,87.0,Bronze,7.0,Sports,78.0,Motorcycle,4.9,2025-01-08,688836,Palembang,Cash,4.0
1154,Kartika Nugraha,Female,64.0,72000000.0,77.0,Gold,6.0,"Electronics, Jewelry, Entertainment",94.0,Car,19.6,2025-02-20,11026,Jakarta,Debit Card,5.0
1155,Tuti Hakim,Female,59.0,180000000.0,67.0,Gold,3.0,Groceries,83.0,Car,20.9,2024-10-31,142299,Jakarta,Credit Card,5.0
1156,Hadi Sari,Male,62.0,78000000.0,38.0,Platinum,7.0,Electronics,80.0,Car,18.1,2024-11-08,10000,Semarang,Credit Card,2.0
1157,Mawar Pratama,Female,48.0,91000000.0,64.0,Silver,3.0,"Fashion, Home, Groceries, Beauty",51.0,Public Transport,3.7,2024-11-15,194483,Jakarta,Debit Card,4.0
1158,Taufik Setiawan,Male,58.0,53000000.0,46.0,Gold,4.0,"Entertainment, Electronics, Home, Fashion, Sports",74.0,Car,,2025-02-01,441261,Surabaya,Credit Card,4.0
1159,Citra Hermawan,Female,60.0,40000000.0,35.0,Bronze,8.0,"Fashion, Home, Books",111.0,Public Transport,2.0,2024-11-19,439177,Jakarta,E-wallet,4.0
1160,Dewi Wibowo,Female,23.0,49000000.0,76.0,Bronze,2.0,"Entertainment, Fashion, Food",110.0,Taxi/Ride-sharing,23.1,2024-11-12,291782,Bandung,BNPL,5.0
1161,Erni Ramadhan,Female,43.0,44000000.0,43.0,Bronze,4.0,Groceries,79.0,Motorcycle,0.95,2024-03-29,1672882,Surabaya,Credit Card,4.0
1162,Muhammad Saputra,Male,28.0,87000000.0,64.0,Silver,9.0,Groceries,135.0,Car,2.0,2024-08-26,82786,Malang,BNPL,4.0
1163,Ani Hidayat,Female,24.0,80000000.0,50.0,Gold,2.0,"Fashion, Home, Food, Beauty, Electronics, Groceries",66.0,Car,2.2,2025-02-03,1040794,Makassar,E-wallet,5.0
1164,Mawar Saputra,Female,33.0,195000000.0,59.0,Bronze,3.0,Beauty,76.0,Car,2.1,2025-02-18,859889,Jakarta,Cash,5.0
1165,Rizki Hidayat,Male,70.0,92000000.0,47.0,Silver,9.0,"Sports, Jewelry",103.0,Car,14.2,2025-02-11,946228,Jakarta,Cash,5.0
1166,Kartika Nugraha,Female,51.0,75000000.0,59.0,Silver,1.0,"Sports, Beauty, Fashion",105.0,Public Transport,26.8,2025-01-22,519227,Padang,Debit Card,4.0
1167,Yusuf Utama,Male,62.0,136000000.0,52.0,Gold,10.0,"Home, Beauty, Sports, Books, Food, Fashion, Entertainment, Groceries, Electronics, Jewelry",105.0,Car,,2024-11-25,286441,Makassar,Debit Card,4.0
1168,Ani Hidayat,Female,64.0,96000000.0,52.0,Silver,7.0,Jewelry,97.0,Public Transport,21.0,2024-12-16,334212,Bandung,Credit Card,2.0
1169,Nugroho Saputra,Male,66.0,133000000.0,19.0,Platinum,4.0,"Sports, Books, Electronics",112.0,Car,12.0,2024-12-01,933299,Bandung,Credit Card,5.0
1170,Agus Gunawan,Male,39.0,136000000.0,39.0,Bronze,7.0,,9.0,Car,28.6,2025-02-03,10000,Jakarta,Credit Card,4.0
1171,Oktavia Nugraha,Female,54.0,66000000.0,29.0,Bronze,3.0,"Home, Books",85.0,Car,5.0,2025-02-14,442791,Bandung,Debit Card,4.0
1172,Hadi Hermawan,Male,,111000000.0,43.0,Bronze,5.0,,64.0,Car,14.3,2025-03-02,499797,Yogyakarta,Cash,4.0
1173,Taufik Nugraha,Male,33.0,165000000.0,45.0,Bronze,8.0,Food,89.0,Car,5.8,2025-01-03,162178,Jakarta,Debit Card,3.0
1174,Eko Nugraha,Male,41.0,132000000.0,38.0,Bronze,8.0,Entertainment,60.0,Motorcycle,26.8,2024-11-28,734262,Pontianak,BNPL,3.0
1175,Nugroho Sari,Male,34.0,124000000.0,69.0,Silver,6.0,"Home, Electronics, Food",49.0,Public Transport,16.1,2024-10-23,878827,Jakarta,E-wallet,3.0
1176,Joko Saputra,Male,47.0,75000000.0,46.0,Silver,5.0,,,Car,0.81,2025-01-24,464030,Surabaya,Cash,5.0
1177,Firman Ramadhan,Male,61.0,40000000.0,46.0,Silver,9.0,"Beauty, Food",,Public Transport,10.7,2024-09-27,202733,Jakarta,Cash,5.0
1178,Erni Suryanto,Female,31.0,120000000.0,37.0,Bronze,3.0,"Sports, Books, Home",95.0,Car,15.5,2025-02-18,698614,Bandung,Debit Card,3.0
1179,Zaenal Kusuma,Male,48.0,52000000.0,51.0,Bronze,8.0,"Electronics, Food",93.0,Car,27.2,2025-01-19,465199,Jakarta,nan,3.0
1180,Pandu Putra,Male,39.0,137000000.0,10.0,Bronze,8.0,"Groceries, Jewelry, Books, Food, Beauty, Fashion, Entertainment, Home",97.0,Public Transport,27.7,2025-02-17,390707,Jakarta,E-wallet,4.0
1181,Putri Putra,Female,47.0,123000000.0,63.0,Bronze,5.0,Beauty,142.0,Taxi/Ride-sharing,20.6,2025-02-19,822945,Solo,Debit Card,5.0
1182,Gita Saputra,Female,45.0,56000000.0,37.0,Bronze,8.0,Groceries,87.0,Public Transport,25.0,2024-09-01,10000,Surabaya,Cash,4.0
1183,Wulan Hartono,Female,40.0,57000000.0,47.0,Bronze,,"Books, Fashion, Groceries, Jewelry",45.0,Car,28.3,2024-11-21,672669,Surabaya,Debit Card,5.0
1184,Ratna Suryanto,Female,41.0,75000000.0,34.0,Bronze,10.0,"Sports, Electronics",189.0,nan,51.4,2025-03-03,785561,Surabaya,E-wallet,
1185,Ratna Kusuma,Female,69.0,86000000.0,15.0,Silver,9.0,"Entertainment, Food, Groceries, Jewelry",99.0,Public Transport,11.7,2025-02-13,108635,Jakarta,BNPL,5.0
1186,Citra Utama,Female,38.0,88000000.0,52.0,Bronze,3.0,"Home, Groceries, Electronics, Fashion, Jewelry",205.0,Motorcycle,19.9,2025-02-18,1116184,Jakarta,Debit Card,5.0
1187,Dewi Susanto,Female,39.0,46000000.0,32.0,Platinum,5.0,Books,,Walking,66.6,2025-02-22,102998,Jakarta,Debit Card,5.0
1188,Wahyu Purnama,Male,57.0,,42.0,Bronze,6.0,Beauty,66.0,Public Transport,28.2,2024-12-22,293937,Surabaya,Debit Card,4.0
1189,Iwan Utama,Male,19.0,95000000.0,66.0,Platinum,5.0,,103.0,Public Transport,24.9,2025-01-12,714442,Denpasar,BNPL,2.0
1190,Sari Santoso,Female,26.0,176000000.0,43.0,Bronze,1.0,"Home, Fashion, Jewelry, Beauty, Groceries, Books",82.0,Public Transport,6.3,2025-01-26,756363,Jakarta,Debit Card,4.0
1191,Hadi Setiawan,Male,52.0,166000000.0,49.0,Bronze,10.0,Home,77.0,Motorcycle,1.4,2025-02-19,513853,Medan,Credit Card,5.0
1192,Taufik Suryanto,Male,55.0,189000000.0,8.0,Bronze,8.0,"Groceries, Entertainment, Jewelry",94.0,Public Transport,12.3,2025-02-12,358622,Jakarta,Debit Card,5.0
1193,Eko Hakim,Male,55.0,881000000.0,33.0,Silver,4.0,"Electronics, Sports",69.0,Car,9.3,2025-02-05,485460,Jakarta,E-wallet,5.0
1194,Tuti Ramadhan,Female,27.0,87000000.0,60.0,Bronze,8.0,"Home, Beauty, Food",154.0,nan,19.8,2024-12-01,619266,Surabaya,Debit Card,4.0
1195,Citra Purnama,Female,39.0,42000000.0,21.0,Bronze,5.0,Beauty,47.0,Motorcycle,17.4,2024-06-05,10000,Jakarta,Debit Card,5.0
1196,Rizki Susanto,Male,54.0,105000000.0,23.0,Gold,4.0,"Beauty, Electronics, Groceries",110.0,Public Transport,1.6,2025-02-19,487250,Bandung,Debit Card,1.0
1197,Oktavia Santoso,Female,22.0,61000000.0,51.0,Bronze,2.0,Sports,109.0,Motorcycle,3.5,2025-02-06,706852,Jakarta,Debit Card,1.0
1198,Taufik Pratama,Male,,173000000.0,80.0,Bronze,5.0,Home,48.0,Public Transport,17.8,2025-02-12,189668,Manado,Cash,4.0
1199,Rizki Utama,Male,66.0,106000000.0,35.0,Bronze,5.0,,100.0,Motorcycle,10.2,2025-03-01,518102,Medan,Debit Card,5.0
1200,Agus Putra,Male,22.0,69000000.0,11.0,Silver,7.0,"Electronics, Fashion, Home, Beauty",43.0,Motorcycle,14.7,2025-02-17,1149962,Jakarta,Credit Card,2.0
1201,Rizki Nugraha,Male,52.0,126000000.0,8.0,Bronze,2.0,"Beauty, Jewelry, Books, Entertainment, Home",121.0,Public Transport,24.7,2024-10-15,678822,Jakarta,BNPL,4.0
1202,Ani Hermawan,Female,42.0,74000000.0,13.0,Bronze,6.0,,97.0,Car,25.0,2024-11-12,586535,Jakarta,nan,4.0
1203,Indah Wijaya,Female,36.0,40000000.0,57.0,Bronze,3.0,"Fashion, Sports, Electronics, Groceries, Home, Books, Entertainment",92.0,Motorcycle,18.3,2025-02-20,695985,Jakarta,Credit Card,5.0
1204,Gita Utama,Female,60.0,116000000.0,66.0,Bronze,3.0,"Books, Fashion",70.0,Motorcycle,16.1,2025-02-04,753829,Semarang,nan,4.0
1205,Dedi Susanto,Male,25.0,151000000.0,35.0,Silver,,Fashion,103.0,Car,97.0,2025-02-09,176711,Denpasar,Credit Card,4.0
1206,Nita Kusuma,Female,69.0,196000000.0,62.0,Bronze,7.0,,80.0,Car,6.2,2025-02-22,2369586,Jakarta,Debit Card,4.0
1207,Dedi Putra,Male,37.0,106000000.0,80.0,Bronze,7.0,"Beauty, Sports, Food, Groceries, Entertainment, Fashion",95.0,Car,8.5,2025-01-04,10000,Surabaya,Cash,
1208,Bintang Hartono,Female,25.0,147000000.0,15.0,Bronze,2.0,"Sports, Food",,Car,1.5,2025-01-14,375367,Jakarta,Cash,4.0
1209,Surya Susanto,Male,26.0,98000000.0,37.0,Bronze,2.0,"Sports, Electronics, Entertainment",75.0,Public Transport,2.7,2025-01-29,464424,Medan,E-wallet,4.0
1210,Lutfi Pratama,Male,54.0,135000000.0,53.0,Bronze,6.0,Entertainment,52.0,Taxi/Ride-sharing,11.3,2024-11-07,523689,Jakarta,E-wallet,4.0
1211,Hadi Santoso,Male,36.0,49000000.0,85.0,Bronze,7.0,"Books, Jewelry",113.0,Public Transport,17.6,2025-01-04,361847,Pontianak,Debit Card,4.0
1212,Nita Kusuma,Female,40.0,141000000.0,41.0,Bronze,1.0,"Jewelry, Books, Beauty, Entertainment, Groceries, Electronics, Food, Fashion, Home",112.0,Car,5.7,2025-02-13,1064315,Makassar,Credit Card,4.0
1213,Mawar Suryanto,Female,53.0,172000000.0,47.0,Gold,4.0,Fashion,87.0,Public Transport,29.8,2025-02-03,657850,Pontianak,Debit Card,2.0
1214,Mawar Hermawan,Female,55.0,164000000.0,78.0,Bronze,1.0,"Beauty, Food, Electronics, Fashion",38.0,Motorcycle,14.8,2025-02-22,283597,Jakarta,E-wallet,4.0
1215,Citra Putra,Female,38.0,83000000.0,48.0,Bronze,4.0,"Sports, Food, Beauty, Jewelry, Books, Electronics",87.0,Public Transport,17.4,2025-01-09,771667,Bandung,Credit Card,2.0
1216,Firman Kusuma,Male,53.0,153000000.0,35.0,Bronze,1.0,,34.0,Motorcycle,15.7,2025-01-09,731205,Makassar,Credit Card,5.0
1217,Dewi Wibowo,Female,67.0,182000000.0,45.0,Bronze,7.0,Home,63.0,Car,23.7,2024-11-01,39374,Makassar,E-wallet,3.0
1218,Sari Hermawan,Female,56.0,175000000.0,72.0,Gold,4.0,"Entertainment, Books, Jewelry, Beauty, Food",45.0,Public Transport,19.2,2024-11-07,72573,Jakarta,BNPL,3.0
1219,Taufik Santoso,Male,56.0,144000000.0,26.0,Bronze,5.0,Electronics,62.0,Motorcycle,28.9,2024-11-15,285596,Manado,Cash,5.0
1220,Joko Wijaya,Male,,86000000.0,64.0,Bronze,1.0,"Entertainment, Jewelry, Fashion, Electronics",89.0,Taxi/Ride-sharing,1.6,2025-01-15,2548615,Padang,E-wallet,5.0
1221,Budi Nugraha,Male,,183000000.0,68.0,Silver,10.0,"Groceries, Sports, Fashion, Entertainment, Food",73.0,Public Transport,19.9,2024-12-30,383170,Jakarta,Debit Card,
1222,Oktavia Putra,Female,48.0,56000000.0,53.0,Bronze,2.0,"Home, Food, Electronics",79.0,Motorcycle,16.3,2024-12-04,157062,Bandung,Credit Card,
1223,Pandu Putra,Male,35.0,,56.0,Bronze,10.0,"Entertainment, Home",76.0,Public Transport,22.6,2025-02-26,327834,Jakarta,E-wallet,3.0
1224,Oki Saputra,Male,45.0,145000000.0,87.0,Bronze,2.0,"Home, Sports, Beauty, Electronics, Fashion, Jewelry, Entertainment",56.0,Motorcycle,24.4,2025-02-10,372355,Balikpapan,Debit Card,5.0
1225,Joko Suryanto,Male,59.0,71000000.0,59.0,Bronze,3.0,Entertainment,58.0,Car,4.7,2025-02-20,189339,Semarang,Cash,4.0
1226,Lestari Santoso,Female,62.0,99000000.0,61.0,Silver,7.0,"Entertainment, Sports, Jewelry, Home, Electronics",124.0,Motorcycle,8.5,2025-01-20,452859,Jakarta,Debit Card,4.0
1227,Kurniawan Hakim,Male,70.0,159000000.0,40.0,Bronze,6.0,"Entertainment, Electronics, Groceries",111.0,Car,10.1,2024-11-14,1020392,Jakarta,E-wallet,4.0
1228,Dewi Susanto,Female,21.0,50000000.0,9.0,Bronze,7.0,Entertainment,110.0,Car,0.57,2025-02-16,623175,Jakarta,Cash,4.0
1229,Nita Sari,Female,56.0,32000000.0,87.0,Bronze,8.0,"Fashion, Groceries",83.0,Car,20.4,2024-12-15,316041,Jakarta,Debit Card,5.0
1230,Budi Saputra,Male,20.0,168000000.0,63.0,Bronze,3.0,"Sports, Fashion",45.0,Car,21.8,2025-01-31,729504,Jakarta,Cash,5.0
1231,Iwan Hartono,Male,66.0,189000000.0,43.0,Platinum,,"Beauty, Entertainment, Electronics, Fashion",17.0,Car,1.2,2024-10-14,396679,Medan,Credit Card,4.0
1232,Dewi Sari,Female,34.0,92000000.0,43.0,Bronze,1.0,"Jewelry, Books, Entertainment, Fashion, Food, Sports",101.0,Public Transport,9.8,2025-01-03,31749,Makassar,Credit Card,3.0
1233,Agus Suryanto,Male,37.0,199000000.0,42.0,Platinum,1.0,"Home, Sports",,Car,16.1,2024-07-21,175330,Surabaya,Debit Card,5.0
1234,Zaenal Susanto,Male,45.0,190000000.0,43.0,Bronze,7.0,Fashion,96.0,Motorcycle,2.4,2025-02-15,631345,Medan,Cash,4.0
1235,Hesti Susanto,Female,31.0,839000000.0,40.0,Silver,7.0,"Sports, Groceries",128.0,Motorcycle,15.3,2024-09-30,291031,Jakarta,Credit Card,4.0
1236,Mawar Suryanto,Female,67.0,103000000.0,62.0,Bronze,6.0,Entertainment,99.0,Car,25.8,2025-02-05,873678,Jakarta,Credit Card,4.0
1237,Joko Putra,Male,80.0,34000000.0,73.0,Bronze,6.0,"Electronics, Home, Sports, Entertainment, Books, Food, Jewelry, Beauty, Fashion, Groceries",,Walking,12.9,2025-01-04,727144,Makassar,Debit Card,3.0
1238,Gita Susanto,Female,23.0,157000000.0,57.0,Gold,8.0,"Jewelry, Home",21.0,Motorcycle,12.4,2025-02-20,214786,Jakarta,Debit Card,5.0
1239,Firman Purnama,Male,80.0,2000000.0,58.0,Gold,6.0,"Beauty, Home",55.0,Public Transport,11.3,2024-12-08,750536,Jakarta,Cash,
1240,Lutfi Saputra,Male,39.0,67000000.0,8.0,Bronze,7.0,"Food, Electronics",153.0,Motorcycle,17.0,2024-07-17,709179,Jakarta,nan,5.0
1241,Yusuf Setiawan,Male,51.0,86000000.0,60.0,Bronze,0.0,"Food, Groceries",167.0,Public Transport,8.8,2024-12-01,128566,Bandung,Debit Card,3.0
1242,Tuti Sari,Female,55.0,561000000.0,49.0,Bronze,10.0,Jewelry,108.0,Walking,6.5,2025-01-05,89763,Palembang,Debit Card,4.0
1243,Muhammad Saputra,Male,66.0,157000000.0,64.0,Gold,5.0,"Groceries, Sports, Fashion, Jewelry, Electronics, Books",102.0,Car,3.2,2025-01-27,1610860,Surabaya,Debit Card,5.0
1244,Lutfi Santoso,Male,43.0,206000000.0,38.0,Bronze,3.0,"Jewelry, Beauty, Electronics, Food, Fashion, Entertainment",109.0,Motorcycle,21.3,2025-02-06,412441,Jakarta,Cash,4.0
1245,Taufik Saputra,Male,37.0,168000000.0,89.0,Silver,10.0,"Home, Electronics",100.0,Motorcycle,27.9,2025-01-30,711671,Denpasar,nan,5.0
1246,Nita Nugraha,Female,64.0,58000000.0,39.0,Silver,8.0,"Fashion, Electronics, Home",43.0,nan,1.6,2025-02-08,874828,Jakarta,Cash,1.0
1247,Indah Susanto,Female,51.0,141000000.0,80.0,Silver,9.0,Electronics,123.0,Car,4.7,2024-11-16,419739,Surabaya,Debit Card,4.0
1248,Sari Utama,Female,52.0,936000000.0,52.0,Bronze,30.0,,74.0,Public Transport,12.9,2024-10-20,555953,Jakarta,Debit Card,3.0
1249,Fitri Pratama,Female,51.0,102000000.0,32.0,Bronze,9.0,Groceries,92.0,Car,6.2,2024-09-05,374015,Padang,BNPL,4.0
1250,Sari Ramadhan,Female,18.0,68000000.0,46.0,Platinum,6.0,Sports,38.0,Taxi/Ride-sharing,20.1,2025-01-30,706808,Makassar,Credit Card,5.0
1251,Agus Kusuma,Male,19.0,197000000.0,23.0,Silver,7.0,Fashion,113.0,Motorcycle,18.5,2025-01-15,545599,Bandung,Debit Card,5.0
1252,Mawar Purnama,Female,66.0,30000000.0,89.0,Silver,5.0,Electronics,80.0,Taxi/Ride-sharing,20.9,2025-01-11,506917,Semarang,Debit Card,1.0
1253,Kartika Pratama,Female,64.0,107000000.0,53.0,Bronze,9.0,Food,20.0,Taxi/Ride-sharing,11.1,2024-12-30,570410,Bandung,Cash,4.0
1254,Nita Santoso,Female,23.0,69000000.0,46.0,Silver,4.0,"Groceries, Sports, Books, Beauty, Electronics, Food, Fashion, Jewelry",99.0,Motorcycle,4.4,2025-03-03,563384,Jakarta,Cash,4.0
1255,Lutfi Hermawan,Male,19.0,175000000.0,61.0,Bronze,6.0,Fashion,75.0,Public Transport,28.2,2024-11-13,130228,Makassar,Credit Card,5.0
1256,Fitri Putra,Female,19.0,46000000.0,61.0,Bronze,3.0,,120.0,Public Transport,11.2,2025-02-13,341931,Surabaya,Cash,5.0
1257,Putri Saputra,Female,36.0,2376000000.0,58.0,Silver,4.0,Electronics,116.0,Motorcycle,1.6,2025-01-24,633793,Medan,Cash,3.0
1258,Joko Nugraha,Male,48.0,82000000.0,56.0,Bronze,2.0,"Groceries, Fashion, Beauty, Entertainment, Electronics, Food, Sports",128.0,Motorcycle,10.7,2024-11-13,620819,Jakarta,Debit Card,5.0
1259,Erni Suryanto,Female,27.0,40000000.0,52.0,Silver,4.0,"Sports, Beauty",116.0,Car,14.7,2024-03-23,403213,Jakarta,E-wallet,2.0
1260,Agus Putra,Male,40.0,86000000.0,90.0,Bronze,7.0,"Electronics, Food, Groceries, Fashion, Jewelry, Home, Entertainment",115.0,Motorcycle,14.8,2024-11-28,959192,Bandung,nan,4.0
1261,Pandu Pratama,Male,63.0,86000000.0,73.0,Bronze,3.0,Jewelry,85.0,nan,29.0,2025-03-02,90335,Surabaya,Credit Card,5.0
1262,Wahyu Purnama,Male,20.0,192000000.0,29.0,Bronze,9.0,Books,105.0,Car,12.0,2025-02-04,205286,Jakarta,Credit Card,2.0
1263,Firman Hermawan,Male,50.0,68000000.0,54.0,Bronze,8.0,Jewelry,122.0,Public Transport,16.1,2025-02-14,673708,Jakarta,E-wallet,4.0
1264,Joko Hidayat,Male,59.0,154000000.0,55.0,Bronze,8.0,Home,59.0,Car,24.2,2024-08-16,10000,Medan,E-wallet,5.0
1265,Gita Setiawan,Female,40.0,407000000.0,44.0,Silver,5.0,"Jewelry, Groceries, Home, Electronics, Books, Entertainment",77.0,Motorcycle,29.8,2025-02-13,186469,Jakarta,Debit Card,4.0
1266,Dedi Suryanto,Male,69.0,115000000.0,76.0,Silver,5.0,"Books, Electronics, Sports, Beauty, Jewelry",87.0,Car,8.9,2024-09-12,1104243,Surabaya,Credit Card,3.0
1267,Nugroho Hartono,Male,39.0,43000000.0,79.0,Bronze,8.0,"Electronics, Fashion, Groceries",89.0,Motorcycle,19.6,2024-09-18,363315,Bandung,BNPL,5.0
1268,Sari Hakim,Female,25.0,31000000.0,65.0,Bronze,6.0,"Books, Groceries, Home",58.0,Car,22.2,2024-11-14,10000,Jakarta,Cash,3.0
1269,Agus Hidayat,Male,35.0,57000000.0,44.0,Silver,6.0,"Food, Electronics, Entertainment, Sports, Beauty, Groceries",253.0,Motorcycle,10.0,2025-02-25,485598,Palembang,Cash,3.0
1270,Mawar Sari,Female,23.0,35000000.0,54.0,Silver,22.0,Books,30.0,Motorcycle,8.1,2025-03-03,2352335,Jakarta,E-wallet,5.0
1271,Wulan Susanto,Female,51.0,66000000.0,12.0,Silver,4.0,Home,73.0,Public Transport,25.4,2024-11-29,10000,Balikpapan,Debit Card,4.0
1272,Citra Hakim,Female,24.0,58000000.0,19.0,Silver,10.0,"Food, Home, Jewelry",135.0,Motorcycle,9.8,2024-11-12,360028,Makassar,Credit Card,5.0
